year,month,avg_sst,wind_speed,wave_height,salinity,chlorophyll,fish_quantity,weather_risk
2017,1,26.16715203738095,10.366851826424451,1.0453062726026305,34.35439093565127,0.8042007683265519,169.89591532449177,Safe
2017,2,26.300937755714287,12.332767769129598,2.2013971554680496,34.5245622418159,0.9363905942589928,167.9832889775543,Dangerous
2017,3,26.91111631238095,8.547019267733091,0.7990744686038596,35.19439757000205,0.7379466486813089,229.9469683204813,Safe
2017,4,27.53025438809524,13.127094055037016,1.7934285469001352,33.93982044222248,0.8648332704976884,186.8064316473408,Moderate
2017,5,27.883273430714283,10.198083930243586,2.595227812904989,34.70587805711235,0.7739713891264631,149.57812782837735,Dangerous
2017,6,27.47504725952381,11.12491875062017,1.0047318374346559,34.016185238643104,0.8193991929985437,252.49354634688942,Safe
2017,7,26.874549654523808,10.19488016331181,1.216851135198614,34.35842044026317,0.9190314050873828,271.9615143444147,Safe
2017,8,26.64285203380952,17.556834553526812,1.5498256825438206,34.82668517909021,0.6363558633533055,69.49897654371485,Moderate
2017,9,26.77815678857143,11.959508325786198,1.2482621729419003,34.519284005728636,1.218477455137092,389.76995700664077,Safe
2017,10,26.94819726142857,8.8268672131323,0.7246682844669337,34.17667656662121,0.5987965237000596,201.6688137507986,Safe
2017,11,26.81693298142857,14.467634736309567,1.5342814874030137,34.28540888722201,0.5571622774424536,56.72707533314926,Moderate
2017,12,26.234163943809524,8.337469050086934,0.9688481431369476,34.7038793246804,1.0316221747000136,317.3937951953112,Safe
2018,1,25.829461592619047,12.626590785014265,1.7367962153175909,34.28089001048486,0.9583325387925872,184.1154673150954,Moderate
2018,2,26.271499662380958,6.1209896283606735,1.0402878828830984,34.56493757687459,0.924823963410431,287.49106644994464,Safe
2018,3,26.95994011309524,8.015441853304708,2.27496720250877,34.51367155197114,0.925669101852856,172.1168078890253,Dangerous
2018,4,27.619390090714287,12.59058370760737,1.1083733538318814,34.30451989571826,0.7975506454306172,242.4638468562076,Safe
2018,5,27.872478181666665,14.215399739986232,1.3389692418971622,35.143183226797596,0.6205491257028337,160.80060679883974,Moderate
2018,6,27.34263771357143,12.514104843569912,1.906758608684835,34.690175706695406,0.8151609116387453,138.27756798937222,Moderate
2018,7,26.69111868690476,11.653055152835279,0.8845678417830224,33.89245722400272,0.6645676576975776,146.6922297584166,Safe
2018,8,26.33098060452381,11.096688913232134,1.6137299673020646,34.55593629443083,0.9950239466835503,196.0784782376452,Moderate
2018,9,26.37154727,7.564434028897718,2.153571377141214,34.30146406056949,0.7705885236995723,108.94831744737489,Dangerous
2018,10,26.703378219047615,9.840467374815875,0.6962583827193862,34.75573000043887,0.6349005606414977,187.95547936381283,Safe
2018,11,26.77593537047619,10.618083687120638,1.592316929266152,34.26224377847019,0.7357228316694013,167.38613049135324,Moderate
2018,12,26.59088299904762,15.171366678656748,1.6299413971242118,34.46557906755993,0.882586290855125,171.5291128470307,Moderate
2019,1,26.291728237857143,13.030854868705385,1.8909114358886552,34.651496183694135,0.6872550894392051,94.57320925891783,Moderate
2019,2,26.53566869952381,6.710879533911799,0.881524644560959,34.75972655825104,0.6355559208867138,150.87122522797887,Safe
2019,3,27.144075835,12.972251908184385,0.8397716934578618,34.13991107788327,0.8487374422983825,227.66427871147474,Safe
2019,4,27.952756769047618,10.84475315875105,1.7609707828084489,34.39964962924772,0.8489933142217446,221.77295254872206,Moderate
2019,5,27.907468660714287,9.969233999082125,1.6484923366165931,34.35751640665171,0.6986113649257741,179.77871720823268,Moderate
2019,6,27.611756761428573,13.835028866522604,1.6252464251729384,34.30400123022789,0.7057923388763355,147.10192643981765,Moderate
2019,7,27.01925916333333,15.092998567487854,1.673224104748488,35.02963627208433,0.8464099874715273,138.9998088040277,Moderate
2019,8,26.55585203595238,14.793840357348596,1.1599876392107547,34.62149451328828,0.5103831317005352,58.28232060201412,Moderate
2019,9,26.627263921666664,9.482347430332084,1.6161268485805018,34.12173481369949,0.518507245124689,36.22452737086881,Moderate
2019,10,27.071642488809523,11.072362872446357,1.6465362366493406,34.77535858411643,0.6563111557495128,128.3505367904576,Moderate
2019,11,27.01198773833333,12.993790294210692,1.142824290986816,35.13664685910379,0.7573105696576306,192.5078163378394,Safe
2019,12,26.695061569761908,14.926635381367078,2.4328872555723784,34.80973957816534,0.862181513119601,89.31271389078069,Dangerous
2020,1,26.485390126190477,10.56247728646413,1.7369164604558938,34.0441890102138,1.0950712433899104,257.97039537474063,Moderate
2020,2,26.450440125476188,11.443023070008548,0.9043482513986757,34.354729778140126,0.9715319246404039,261.179196584938,Safe
2020,3,27.320959170476197,8.680995077981915,1.8282768043169149,34.880073344755985,0.7680122940073146,169.43597822761333,Moderate
2020,4,27.898773441666663,8.411380127757987,1.0126591648863392,34.28769916031437,0.7961967584194622,285.68714201227283,Safe
2020,5,28.13792341928572,14.437577467182594,1.893542301871226,34.633145828443865,0.5994941270724383,86.85742541975992,Moderate
2020,6,27.674711538809525,16.06872008571247,2.079297789503702,34.732390216028804,0.796297372801522,146.38068481689896,Dangerous
2020,7,27.18478058404762,11.783969635258998,1.0896588408241448,34.22192085852657,0.7422682722159724,190.25211253048047,Safe
2020,8,26.740168697380952,15.010598693676073,1.9816880646221608,34.48214239318146,0.8645437120676179,129.94310160019683,Moderate
2020,9,26.91613535809524,13.084908075142902,1.7063904634682492,33.52761979797928,0.6345538112895355,86.92570598713095,Moderate
2020,10,27.11702822023809,10.064640736184627,1.911030079997245,34.19268370759971,0.9038693028482345,187.49460503182405,Moderate
2020,11,26.86407582952381,13.084186816525241,2.4483964913269736,34.424229554582055,1.1065477826005157,207.5847532521668,Dangerous
2020,12,26.32506633690476,16.614109699397908,1.3773059419985647,34.12566504541054,0.7782479703086285,113.07864935393438,Moderate
2021,1,25.76982349380952,11.892521882670145,1.1231319178212553,34.98972339117949,0.8803423444197883,223.08759167499073,Safe
2021,2,26.364961560476196,16.693930967442018,1.0552427851872384,34.07095758661181,0.9380287983422225,222.44985738332363,Moderate
2021,3,27.257742498571428,4.140764687730767,1.0920948575172809,34.367986653990904,0.7197559056228328,219.6447675320651,Safe
2021,4,27.821654388809524,14.465707513125672,1.461449145292948,34.53922217318583,0.8448184963620834,224.7588035691635,Moderate
2021,5,28.031149613809525,12.261141204714514,1.670575987408322,34.93238198671983,0.8025184801563591,205.61667085332385,Moderate
2021,6,27.49129724904762,11.102977948602398,1.6383453996650095,34.06924135464617,0.8195352197097664,197.5689121366002,Moderate
2021,7,26.899571069761905,12.275282329606506,1.9135916245180118,34.848949125646485,0.6453980432289067,88.89081897321677,Moderate
2021,8,26.555254414761905,6.037293256197321,1.5065009459389536,34.503069918305876,0.8049020348517886,204.82706422579827,Moderate
2021,9,26.651866312857145,11.340984336487464,2.226767038578658,34.20554740468562,0.8995996582490899,143.11071383103388,Dangerous
2021,10,26.786304395952374,13.07133771453524,1.367671583381022,34.63863104227898,1.0902287215590083,284.1359756088701,Safe
2021,11,26.91223775857143,16.433682134224547,2.8600845832948094,34.55971790867204,0.9918541652170414,118.13022363769157,Dangerous
2021,12,26.59981633642857,10.445189345179058,1.812833673882503,34.31993493685236,1.2306364915023114,284.46579195053806,Moderate
2022,1,26.573263922380956,9.574519191320437,1.0714212217918586,34.520940625497005,0.6465304874223902,125.22859223126514,Safe
2022,2,26.414913943571428,10.49472886924639,0.9645537509694438,34.384405920941475,0.9744641273441357,297.2473782683918,Safe
2022,3,27.11519725571429,14.746206353106222,1.7412362076215926,34.53405520357538,0.8366684011476704,190.91983801490048,Moderate
2022,4,27.926016284761904,12.986253328979053,1.3882686073370745,34.69863920235631,1.2379605866435346,392.4965902226831,Safe
2022,5,27.80863059190476,10.410719388698883,1.857000247046046,34.975805044843604,0.6383403429289698,135.71609858643666,Moderate
2022,6,27.41392820595238,13.539802299340067,1.7366188122867725,34.12865535035195,0.6320556315638448,107.41961670214407,Moderate
2022,7,26.771954402380956,12.29123264804412,1.4635855436715637,35.13991001239688,0.6801214709111956,170.56696985259936,Safe
2022,8,26.408680609761905,14.905934971598668,1.0766031409657975,33.91437366014325,0.37522085513803866,22.571263981953187,Moderate
2022,9,26.67663774,9.893840718367944,0.7425763876570677,34.454464471489324,0.6948489956638478,194.2110293889225,Safe
2022,10,26.745982979761905,11.017013560206696,1.2767425239664894,34.676495161945375,0.6481734676892604,117.55112993882136,Safe
2022,11,26.73076394761905,10.823675540603528,1.9281993971617362,34.58429756032051,0.8300787572952416,128.79103654303853,Moderate
2022,12,26.451363957142856,7.609455155603644,1.6070468720651019,34.31319014405382,0.8683511951554319,201.83596534266906,Moderate
2023,1,26.11667346595238,12.888360831193728,0.877130610644006,34.437563324892814,1.1752341678431772,328.8030915886126,Safe
